Brand,Model,Body,Color,Year,Fuel,Kilometers,Engine,Transmission,Price,Gov,price_category
Hyundai,Tucson,SUV,White,2019,Benzine,50000 to 59999,1600 CC,Automatic,161.4,Cairo,1
Hyundai,Avante,Sedan,White,2017,Benzine,60000 to 69999,1600 CC,Automatic,325.0,Qalyubia,3
Fiat,Shahin,Sedan,White,2000,Benzine,120000 to 139999,1400 - 1500 CC,Manual,51.8,Cairo,0
Chevrolet,Aveo,Sedan,Silver,2012,Benzine,10000 to 19999,1400 - 1500 CC,Manual,112.7,Giza,1
Hyundai,I10,Hatchback,Silver,2012,Benzine,100000 to 119999,1000 - 1300 CC,Manual,120.0,Ismailia,1
Hyundai,Accent,Sedan,Black,2021,Benzine,20000 to 29999,1600 CC,Automatic,290.0,Giza,2
Hyundai,Verna,Sedan,Black,2017,Benzine,60000 to 69999,1600 CC,Automatic,172.0,Alexandria,1
Hyundai,Verna,Sedan,Yellow,2015,Benzine,140000 to 159999,1600 CC,Automatic,145.0,Minya,1
Chevrolet,Cruze,Sedan,Black,2019,Benzine,140000 to 159999,1600 CC,Automatic,235.8,Giza,2
Chevrolet,Aveo,Sedan,Black,2017,Benzine,40000 to 49999,1400 - 1500 CC,Automatic,166.8,Dakahlia,1
Hyundai,Verna,Sedan,Black,2010,Benzine,20000 to 29999,1600 CC,Manual,98.0,Alexandria,0
Hyundai,Verna,Sedan,White,2012,Natural Gas,20000 to 29999,1600 CC,Manual,92.0,Cairo,0
Fiat,Shahin,Sedan,White,1996,Benzine,10000 to 19999,1400 - 1500 CC,Manual,48.0,Cairo,0
Fiat,131,Sedan,Red,1984,Benzine,More than 200000,1600 CC,Manual,32.2,Cairo,0
Fiat,128,Sedan,Silver,1984,Benzine,90000 to 99999,1000 - 1300 CC,Manual,18.0,Cairo,0
Fiat,128,Sedan,Blue- Navy Blue,1990,Benzine,180000 to 199999,1000 - 1300 CC,Manual,27.0,Cairo,0
Chevrolet,Optra,Sedan,White,2013,Benzine,60000 to 69999,1400 - 1500 CC,Manual,105.8,Giza,1
Hyundai,Verna,Sedan,Black,2014,Benzine,More than 200000,1600 CC,Manual,117.0,Sharqia,1
Fiat,128,Sedan,Red,1986,Benzine,100000 to 119999,1000 - 1300 CC,Manual,17.2,Cairo,0
Hyundai,Excel,Sedan,Gold,2001,Benzine,More than 200000,1000 - 1300 CC,Manual,52.9,Cairo,0
Chevrolet,Aveo,Sedan,Black,2013,Benzine,100000 to 119999,1400 - 1500 CC,Manual,160.0,Alexandria,1
Chevrolet,Aveo,Sedan,Gray,2014,Benzine,100000 to 119999,1400 - 1500 CC,Manual,131.1,Giza,1
Fiat,Shahin,Sedan,White,2003,Benzine,More than 200000,1400 - 1500 CC,Manual,48.3,Cairo,0
Hyundai,Matrix,Hatchback,Silver,2006,Benzine,120000 to 139999,1600 CC,Automatic,165.0,Dakahlia,1
Hyundai,Accent,Sedan,Blue- Navy Blue,2012,Benzine,10000 to 19999,1600 CC,Automatic,161.0,Fayoum,1
Fiat,131,Sedan,Silver,1979,Benzine,More than 200000,1600 CC,Manual,25.0,Cairo,0
Hyundai,Verna,Sedan,Blue- Navy Blue,2006,Benzine,More than 200000,1600 CC,Manual,77.0,Giza,0
Hyundai,Avante,Sedan,White,2013,Benzine,90000 to 99999,1600 CC,Automatic,210.0,Beheira,2
Fiat,Uno,Hatchback,Blue- Navy Blue,2001,Benzine,160000 to 179999,1000 - 1300 CC,Manual,55.0,Giza,0
Hyundai,Elantra,Sedan,Silver,2018,Benzine,90000 to 99999,1600 CC,Automatic,273.7,Cairo,2
Hyundai,Tucson,SUV,Black,2017,Benzine,120000 to 139999,1600 CC,Automatic,185.6,Giza,1
Chevrolet,Cruze,Sedan,Black,2016,Benzine,100000 to 119999,1600 CC,Automatic,220.0,Cairo,2
Hyundai,Verna,Sedan,Silver,2018,Natural Gas,100000 to 119999,1600 CC,Automatic,138.0,Giza,1
Chevrolet,Optra,Sedan,Black,2021,Benzine,30000 to 39999,1600 CC,Automatic,297.9,Cairo,2
Hyundai,Verna,Sedan,Black,2015,Benzine,140000 to 159999,1600 CC,Manual,132.0,Giza,1
Hyundai,Elantra,Sedan,Gray,2013,Benzine,100000 to 119999,1600 CC,Automatic,220.0,Cairo,2
Hyundai,Tucson,SUV,White,2020,Benzine,70000 to 79999,1600 CC,Automatic,161.4,Dakahlia,1
Hyundai,Verna,Sedan,Black,2016,Benzine,180000 to 199999,1600 CC,Manual,143.8,Red Sea,1
Hyundai,Accent,Sedan,Silver,2018,Benzine,More than 200000,1600 CC,Automatic,253.0,Cairo,2
Chevrolet,Lanos,Sedan,Gray,2014,Benzine,180000 to 199999,1400 - 1500 CC,Manual,100.0,Cairo,1
Chevrolet,Optra,Sedan,Other Color,2010,Benzine,160000 to 179999,1600 CC,Manual,111.5,Qalyubia,1
Hyundai,Elantra,Sedan,Gray,2019,Benzine,100000 to 119999,1600 CC,Automatic,339.2,Giza,3
Hyundai,Excel,Sedan,Silver,1998,Benzine,120000 to 139999,1400 - 1500 CC,Manual,45.0,Cairo,0
Hyundai,Avante,Sedan,Silver,2005,Benzine,10000 to 19999,1600 CC,Automatic,155.0,Dakahlia,1
Fiat,128,Sedan,White,1991,Benzine,180000 to 199999,1000 - 1300 CC,Manual,20.0,Sharqia,0
Fiat,Shahin,Sedan,Burgundy,1997,Benzine,20000 to 29999,1400 - 1500 CC,Manual,60.0,Cairo,0
Chevrolet,Lanos,Sedan,Gray,2017,Benzine,50000 to 59999,1400 - 1500 CC,Manual,155.2,Alexandria,1
Hyundai,Verna,Sedan,Black,2017,Benzine,120000 to 139999,1400 - 1500 CC,Manual,131.1,Cairo,1
Hyundai,Matrix,Hatchback,Other Color,2007,Benzine,180000 to 199999,1600 CC,Automatic,170.0,Cairo,1
Chevrolet,Optra,Sedan,Black,2011,Benzine,More than 200000,1600 CC,Manual,161.0,Cairo,1
Hyundai,Accent,Sedan,Gold,2012,Benzine,140000 to 159999,1600 CC,Automatic,177.0,Cairo,1
Chevrolet,Optra,Sedan,Black,2009,Benzine,180000 to 199999,1600 CC,Automatic,130.0,Alexandria,1
Fiat,Tipo,Sedan,Blue- Navy Blue,2020,Benzine,60000 to 69999,1600 CC,Automatic,339.2,Cairo,3
Chevrolet,Cruze,Sedan,Black,2010,Benzine,More than 200000,1600 CC,Automatic,145.0,Cairo,1
Hyundai,Accent,Sedan,Other Color,2002,Benzine,10000 to 19999,1400 - 1500 CC,Manual,86.2,Giza,0
Fiat,Shahin,Sedan,Burgundy,1997,Benzine,0 to 9999,1400 - 1500 CC,Manual,38.0,Qalyubia,0
Fiat,128,Sedan,Red,1975,Benzine,More than 200000,1000 - 1300 CC,Manual,12.0,Monufia,0
Hyundai,Accent,Sedan,Blue- Navy Blue,2009,Benzine,120000 to 139999,1000 - 1300 CC,Manual,89.7,Giza,0
Fiat,Shahin,Sedan,White,2001,Benzine,More than 200000,1400 - 1500 CC,Manual,51.8,Ismailia,0
Fiat,128,Sedan,Red,1991,Benzine,40000 to 49999,1000 - 1300 CC,Manual,26.4,Monufia,0
Hyundai,Verna,Sedan,Other Color,2013,Benzine,120000 to 139999,1600 CC,Manual,126.0,Cairo,1
Hyundai,Tucson,SUV,Silver,2021,Benzine,0 to 9999,1600 CC,Automatic,161.4,Alexandria,1
Hyundai,Elantra,Sedan,Brown,2020,Benzine,40000 to 49999,1600 CC,Automatic,345.0,Cairo,3
Hyundai,Matrix,Hatchback,Silver,2004,Benzine,160000 to 179999,1600 CC,Manual,149.5,Asyut,1
Fiat,128,Sedan,Red,1991,Benzine,More than 200000,1000 - 1300 CC,Manual,23.0,Monufia,0
Hyundai,Accent,Sedan,Gray,2017,Benzine,More than 200000,1600 CC,Automatic,276.0,Cairo,2
Chevrolet,Aveo,Sedan,Gray,2011,Benzine,100000 to 119999,1400 - 1500 CC,Manual,114.0,Giza,1
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2015,Benzine,30000 to 39999,1400 - 1500 CC,Manual,128.0,Beheira,1
Hyundai,Excel,Sedan,Other Color,1999,Benzine,100000 to 119999,1000 - 1300 CC,Manual,54.0,Giza,0
Fiat,Shahin,Sedan,Burgundy,2003,Benzine,50000 to 59999,1400 - 1500 CC,Manual,52.9,Qalyubia,0
Fiat,128,Sedan,Beige,1992,Benzine,180000 to 199999,1000 - 1300 CC,Manual,28.8,Gharbia,0
Chevrolet,Optra,Sedan,Black,2018,Benzine,100000 to 119999,1400 - 1500 CC,Automatic,181.7,Cairo,1
Hyundai,Elantra,Sedan,Red,2017,Benzine,70000 to 79999,1600 CC,Automatic,339.2,Giza,3
Fiat,128,Sedan,Green,1974,Benzine,90000 to 99999,1000 - 1300 CC,Manual,25.0,Giza,0
Chevrolet,Aveo,Sedan,Red,2015,Benzine,180000 to 199999,1400 - 1500 CC,Manual,143.8,Giza,1
Hyundai,Verna,Sedan,Black,2008,Natural Gas,More than 200000,1600 CC,Manual,80.0,Giza,0
Fiat,128,Sedan,Red,1982,Benzine,More than 200000,1000 - 1300 CC,Manual,13.8,Monufia,0
Hyundai,Verna,Sedan,Burgundy,2016,Benzine,120000 to 139999,1600 CC,Manual,126.5,Cairo,1
Fiat,128,Sedan,White,1988,Benzine,More than 200000,1000 - 1300 CC,Manual,20.0,Giza,0
Chevrolet,Optra,Sedan,Black,2007,Benzine,140000 to 159999,1600 CC,Automatic,145.0,Cairo,1
Chevrolet,Lanos,Sedan,Burgundy,2017,Benzine,70000 to 79999,1400 - 1500 CC,Manual,132.2,Cairo,1
Fiat,128,Sedan,Blue- Navy Blue,1987,Benzine,More than 200000,1000 - 1300 CC,Manual,22.0,Giza,0
Hyundai,Accent,Sedan,Gold,2016,Benzine,70000 to 79999,1600 CC,Automatic,230.0,Alexandria,2
Chevrolet,Cruze,Sedan,Black,2019,Benzine,10000 to 19999,1600 CC,Automatic,460.0,Qalyubia,4
Fiat,Shahin,Sedan,White,2013,Benzine,More than 200000,1400 - 1500 CC,Manual,49.5,Cairo,0
Chevrolet,Aveo,Sedan,Silver,2013,Benzine,20000 to 29999,1400 - 1500 CC,Automatic,140.0,Alexandria,1
Chevrolet,Optra,Sedan,White,2017,Benzine,100000 to 119999,1600 CC,Automatic,230.0,Alexandria,2
Fiat,128,Sedan,White,1998,Benzine,90000 to 99999,1000 - 1300 CC,Manual,25.0,Minya,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2019,Benzine,70000 to 79999,1400 - 1500 CC,Manual,146.1,Gharbia,1
Fiat,Tipo,Hatchback,Blue- Navy Blue,2021,Benzine,20000 to 29999,1600 CC,Manual,345.0,Cairo,3
Chevrolet,Optra,Sedan,Blue- Navy Blue,2021,Benzine,30000 to 39999,1600 CC,Automatic,299.0,Cairo,2
Hyundai,Elantra,Sedan,Silver,2020,Benzine,40000 to 49999,1600 CC,Automatic,350.0,Monufia,3
Fiat,128,Sedan,White,1987,Benzine,180000 to 199999,1000 - 1300 CC,Manual,17.0,Alexandria,0
Fiat,128,Sedan,White,1989,Benzine,90000 to 99999,1000 - 1300 CC,Manual,18.4,Ismailia,0
Chevrolet,Cruze,Sedan,Black,2010,Benzine,180000 to 199999,1600 CC,Automatic,140.0,Cairo,1
Hyundai,Accent,Sedan,Gold,2013,Benzine,70000 to 79999,1600 CC,Automatic,200.0,Alexandria,2
Fiat,Tipo,Sedan,Other Color,2018,Benzine,90000 to 99999,1600 CC,Automatic,327.8,Cairo,3
Chevrolet,Optra,Sedan,Silver,2020,Benzine,60000 to 69999,1400 - 1500 CC,Automatic,225.0,Alexandria,2
Fiat,Uno,Hatchback,Gray,1993,Benzine,140000 to 159999,1000 - 1300 CC,Manual,55.0,Giza,0
Hyundai,Verna,Sedan,Gray,2016,Benzine,More than 200000,1600 CC,Manual,132.0,Cairo,1
Fiat,128,Sedan,Red,1984,Benzine,180000 to 199999,1000 - 1300 CC,Manual,11.5,Cairo,0
Fiat,Shahin,Sedan,White,2004,Benzine,More than 200000,1400 - 1500 CC,Manual,63.2,Cairo,0
Fiat,131,Sedan,Silver,1982,Benzine,10000 to 19999,1600 CC,Manual,27.0,Cairo,0
Fiat,Punto,Hatchback,Yellow,1998,Benzine,0 to 9999,1000 - 1300 CC,Manual,63.2,Giza,0
Hyundai,Excel,Sedan,Other Color,2015,Benzine,30000 to 39999,1400 - 1500 CC,Manual,49.5,Ismailia,0
Fiat,Shahin,Sedan,White,2004,Benzine,40000 to 49999,1400 - 1500 CC,Manual,58.6,Beni Suef,0
Hyundai,Elantra,Sedan,Black,2008,Benzine,90000 to 99999,1600 CC,Automatic,190.0,Port Said,1
Fiat,131,Sedan,White,1979,Benzine,30000 to 39999,1600 CC,Manual,23.0,Giza,0
Fiat,128,Sedan,Other Color,1989,Benzine,70000 to 79999,1000 - 1300 CC,Manual,18.4,Gharbia,0
Hyundai,Accent,Sedan,Other Color,2015,Benzine,120000 to 139999,1600 CC,Automatic,161.0,Alexandria,1
Hyundai,Verna,Sedan,White,2011,Natural Gas,40000 to 49999,1600 CC,Manual,161.4,Giza,1
Hyundai,Accent,Sedan,Red,2015,Benzine,90000 to 99999,1600 CC,Automatic,245.0,Cairo,2
Fiat,128,Sedan,Other Color,1987,Benzine,180000 to 199999,1000 - 1300 CC,Manual,27.0,Gharbia,0
Hyundai,Verna,Sedan,Other Color,2008,Benzine,160000 to 179999,1400 - 1500 CC,Manual,88.0,Cairo,0
Hyundai,Verna,Sedan,Gray,2015,Benzine,80000 to 89999,1600 CC,Manual,137.0,Cairo,1
Fiat,131,Sedan,White,1981,Benzine,10000 to 19999,1600 CC,Manual,25.0,Qalyubia,0
Chevrolet,Lanos,Sedan,Black,2013,Benzine,10000 to 19999,1400 - 1500 CC,Manual,95.0,Cairo,0
Fiat,Shahin,Sedan,White,2005,Benzine,0 to 9999,1400 - 1500 CC,Manual,30.0,Giza,0
Hyundai,Accent,Sedan,Gold,2010,Benzine,0 to 9999,1600 CC,Manual,111.5,Dakahlia,1
Chevrolet,Optra,Sedan,Black,2015,Benzine,100000 to 119999,1600 CC,Automatic,165.0,Cairo,1
Hyundai,Accent,Sedan,Gold,1999,Benzine,More than 200000,1400 - 1500 CC,Manual,70.0,Cairo,0
Chevrolet,Lanos,Sedan,Other Color,2012,Benzine,140000 to 159999,1400 - 1500 CC,Manual,109.2,Alexandria,1
Chevrolet,Lanos,Sedan,Red,2013,Benzine,180000 to 199999,1400 - 1500 CC,Manual,126.5,Qalyubia,1
Hyundai,Tucson,SUV,Black,2021,Benzine,20000 to 29999,1600 CC,Automatic,161.4,Giza,1
Hyundai,Matrix,Hatchback,Red,2006,Benzine,180000 to 199999,1400 - 1500 CC,Manual,143.0,Cairo,1
Fiat,Shahin,Sedan,Burgundy,2005,Benzine,More than 200000,1400 - 1500 CC,Manual,45.0,Gharbia,0
Hyundai,Matrix,Hatchback,Gray,2010,Benzine,140000 to 159999,1600 CC,Automatic,173.0,Dakahlia,1
Chevrolet,Optra,Sedan,Silver,2008,Benzine,10000 to 19999,1600 CC,Automatic,130.0,Cairo,1
Chevrolet,Lanos,Sedan,Red,2014,Benzine,50000 to 59999,1400 - 1500 CC,Manual,140.0,Alexandria,1
Fiat,Shahin,Sedan,Burgundy,1998,Benzine,40000 to 49999,1400 - 1500 CC,Manual,35.0,Cairo,0
Chevrolet,Cruze,Sedan,Silver,2018,Benzine,0 to 9999,1600 CC,Automatic,201.2,Alexandria,2
Fiat,Uno,Hatchback,Gray,1996,Benzine,70000 to 79999,1000 - 1300 CC,Manual,55.2,Giza,0
Fiat,128,Sedan,Blue- Navy Blue,1990,Benzine,180000 to 199999,1000 - 1300 CC,Manual,22.0,Sharqia,0
Fiat,128,Sedan,White,1994,Benzine,90000 to 99999,1000 - 1300 CC,Manual,26.4,Gharbia,0
Fiat,128,Sedan,Red,1985,Benzine,160000 to 179999,1000 - 1300 CC,Manual,19.0,Alexandria,0
Hyundai,Verna,Sedan,Silver,2009,Benzine,120000 to 139999,1600 CC,Manual,95.0,Giza,0
Chevrolet,Aveo,Sedan,Black,2014,Benzine,160000 to 179999,1400 - 1500 CC,Automatic,155.2,Giza,1
Chevrolet,Lanos,Sedan,Gray,2019,Benzine,160000 to 179999,1600 CC,Manual,149.5,Giza,1
Chevrolet,Optra,Sedan,Black,2009,Benzine,70000 to 79999,1600 CC,Manual,140.0,Suez,1
Hyundai,Verna,Sedan,White,2010,Benzine,140000 to 159999,1600 CC,Manual,100.0,Sohag,1
Chevrolet,Optra,Sedan,Silver,2008,Benzine,140000 to 159999,1600 CC,Automatic,135.0,Sharqia,1
Hyundai,Tucson,SUV,Red,2021,Benzine,20000 to 29999,1600 CC,Automatic,185.6,Gharbia,1
Hyundai,Tucson,SUV,Red,2019,Benzine,40000 to 49999,1600 CC,Automatic,161.4,Giza,1
Chevrolet,Aveo,Sedan,Red,2010,Benzine,More than 200000,1400 - 1500 CC,Manual,114.0,Monufia,1
Hyundai,Avante,Sedan,White,2005,Benzine,0 to 9999,1600 CC,Automatic,118.0,Cairo,1
Fiat,128,Sedan,White,1976,Benzine,180000 to 199999,1000 - 1300 CC,Manual,13.0,Giza,0
Hyundai,Verna,Sedan,White,2016,Natural Gas,80000 to 89999,1400 - 1500 CC,Manual,120.8,Giza,1
Chevrolet,Optra,Sedan,Gray,2016,Benzine,100000 to 119999,1600 CC,Automatic,201.2,Alexandria,2
Hyundai,Verna,Sedan,Gray,2014,Benzine,80000 to 89999,1600 CC,Automatic,124.0,Cairo,1
Fiat,128,Sedan,White,1987,Benzine,180000 to 199999,1000 - 1300 CC,Manual,28.0,Sharqia,0
Chevrolet,Cruze,Sedan,Other Color,2019,Benzine,100000 to 119999,1600 CC,Automatic,218.5,Giza,2
Hyundai,Elantra,Sedan,Black,2021,Benzine,40000 to 49999,1600 CC,Automatic,185.6,Cairo,1
Hyundai,Accent,Sedan,Red,2000,Benzine,More than 200000,1400 - 1500 CC,Manual,73.0,Kafr al-Sheikh,0
Hyundai,Elantra,Sedan,Other Color,2007,Benzine,160000 to 179999,1600 CC,Automatic,216.2,Monufia,2
Chevrolet,Cruze,Sedan,Red,2016,Benzine,80000 to 89999,1600 CC,Automatic,177.0,Monufia,1
Fiat,Punto,Hatchback,Gray,2004,Benzine,More than 200000,1000 - 1300 CC,Manual,77.0,Cairo,0
Chevrolet,Lanos,Sedan,Black,2014,Benzine,10000 to 19999,1600 CC,Manual,97.8,Cairo,0
Fiat,Uno,Hatchback,Blue- Navy Blue,1997,Benzine,10000 to 19999,1000 - 1300 CC,Manual,47.0,Beheira,0
Chevrolet,Optra,Sedan,Silver,2009,Benzine,160000 to 179999,1600 CC,Automatic,128.0,Qalyubia,1
Fiat,128,Sedan,Blue- Navy Blue,1983,Benzine,More than 200000,1000 - 1300 CC,Manual,20.7,Giza,0
Chevrolet,Optra,Sedan,Silver,2013,Benzine,120000 to 139999,1600 CC,Automatic,170.0,Alexandria,1
Hyundai,Elantra,Sedan,Silver,2019,Benzine,70000 to 79999,1600 CC,Automatic,310.5,Gharbia,3
Fiat,Punto,Hatchback,Green,1998,Benzine,120000 to 139999,1000 - 1300 CC,Manual,65.5,Alexandria,0
Hyundai,Matrix,Hatchback,Red,2006,Benzine,10000 to 19999,1600 CC,Automatic,160.0,Fayoum,1
Chevrolet,Lanos,Sedan,Other Color,2012,Benzine,180000 to 199999,1400 - 1500 CC,Manual,105.0,Dakahlia,1
Chevrolet,Lanos,Sedan,Gray,2014,Benzine,More than 200000,1400 - 1500 CC,Manual,100.0,Qalyubia,1
Fiat,128,Sedan,Red,1979,Benzine,80000 to 89999,1000 - 1300 CC,Manual,20.7,Giza,0
Hyundai,Verna,Sedan,Gray,2017,Benzine,160000 to 179999,1600 CC,Manual,138.0,Giza,1
Hyundai,Excel,Hatchback,Other Color,1999,Benzine,20000 to 29999,1000 - 1300 CC,Manual,185.6,Cairo,1
Chevrolet,Optra,Sedan,Black,2011,Benzine,10000 to 19999,1600 CC,Automatic,135.7,Asyut,1
Hyundai,Verna,Sedan,Silver,2017,Benzine,10000 to 19999,1600 CC,Automatic,207.0,Ismailia,2
Fiat,128,Sedan,Red,1983,Benzine,More than 200000,1000 - 1300 CC,Manual,25.3,Dakahlia,0
Hyundai,Elantra,Sedan,Black,2017,Benzine,100000 to 119999,1600 CC,Automatic,362.2,Cairo,3
Hyundai,Elantra,Sedan,Other Color,2013,Benzine,140000 to 159999,1600 CC,Automatic,189.8,Sharqia,1
Hyundai,Verna,Sedan,Silver,2016,Benzine,10000 to 19999,1600 CC,Manual,146.1,Monufia,1
Hyundai,Verna,Sedan,Blue- Navy Blue,2009,Benzine,180000 to 199999,1400 - 1500 CC,Manual,88.5,Monufia,0
Hyundai,Elantra,Sedan,Black,2020,Benzine,40000 to 49999,1600 CC,Automatic,300.0,Sharqia,3
Chevrolet,Lanos,Sedan,White,2010,Benzine,70000 to 79999,1400 - 1500 CC,Manual,91.0,Cairo,0
Chevrolet,Lanos,Sedan,Black,2000,Benzine,120000 to 139999,1400 - 1500 CC,Manual,80.0,Gharbia,0
Chevrolet,Cruze,Sedan,Brown,2017,Benzine,90000 to 99999,1600 CC,Automatic,195.5,Giza,1
Chevrolet,Lanos,Sedan,Gray,2019,Benzine,40000 to 49999,1400 - 1500 CC,Manual,143.8,Giza,1
Chevrolet,Lanos,Sedan,Silver,2014,Benzine,100000 to 119999,1400 - 1500 CC,Manual,108.0,Sharqia,1
Hyundai,Accent,Sedan,Burgundy,2017,Benzine,120000 to 139999,1600 CC,Automatic,215.0,Giza,2
Hyundai,Verna,Sedan,White,2015,Natural Gas,80000 to 89999,1600 CC,Manual,132.2,Giza,1
Hyundai,Elantra,Sedan,Other Color,2017,Benzine,0 to 9999,1600 CC,Automatic,250.0,Giza,2
Chevrolet,Optra,Sedan,Gray,2018,Benzine,40000 to 49999,1600 CC,Automatic,262.2,Alexandria,2
Chevrolet,Aveo,Sedan,Other Color,2012,Benzine,0 to 9999,1400 - 1500 CC,Automatic,130.0,Gharbia,1
Fiat,128,Sedan,Green,1984,Benzine,More than 200000,1000 - 1300 CC,Manual,27.0,Minya,0
Chevrolet,Optra,Sedan,Red,2017,Benzine,140000 to 159999,1400 - 1500 CC,Automatic,175.0,Alexandria,1
Hyundai,Verna,Sedan,White,2011,Benzine,More than 200000,1600 CC,Manual,95.0,Cairo,0
Hyundai,Verna,Sedan,Gray,2015,Benzine,90000 to 99999,1600 CC,Automatic,180.0,Alexandria,1
Hyundai,Verna,Sedan,White,2013,Natural Gas,50000 to 59999,1600 CC,Manual,92.0,Qalyubia,0
Hyundai,Elantra,Sedan,Gray,2010,Benzine,160000 to 179999,1600 CC,Automatic,190.0,Alexandria,1
Hyundai,Accent,Sedan,Other Color,2003,Benzine,0 to 9999,1000 - 1300 CC,Manual,89.7,Fayoum,0
Fiat,Uno,Hatchback,Blue- Navy Blue,1997,Benzine,140000 to 159999,1000 - 1300 CC,Manual,48.0,Damietta,0
Chevrolet,Optra,Sedan,Silver,2009,Benzine,10000 to 19999,1600 CC,Manual,125.0,Suez,1
Hyundai,Accent,Sedan,Burgundy,2016,Benzine,60000 to 69999,1600 CC,Automatic,195.0,Cairo,1
Chevrolet,Optra,Sedan,Silver,2013,Natural Gas,0 to 9999,1600 CC,Automatic,132.2,Cairo,1
Fiat,Punto,Hatchback,Black,2014,Benzine,120000 to 139999,1000 - 1300 CC,Manual,103.5,Cairo,1
Hyundai,Verna,Sedan,Brown,2017,Benzine,80000 to 89999,1600 CC,Automatic,212.8,Minya,2
Hyundai,Avante,Sedan,Silver,2012,Benzine,10000 to 19999,1600 CC,Automatic,220.0,Beheira,2
Chevrolet,Aveo,Sedan,Blue- Navy Blue,2018,Benzine,50000 to 59999,1400 - 1500 CC,Automatic,207.0,Alexandria,2
Chevrolet,Optra,Sedan,Silver,2012,Benzine,0 to 9999,1600 CC,Manual,155.0,Alexandria,1
Hyundai,Elantra,Sedan,Black,2017,Benzine,60000 to 69999,1600 CC,Automatic,303.6,Cairo,3
Fiat,128,Sedan,Red,1972,Benzine,More than 200000,1000 - 1300 CC,Manual,12.0,Sohag,0
Fiat,131,Sedan,Gray,1982,Benzine,160000 to 179999,1600 CC,Manual,37.0,Suez,0
Chevrolet,Optra,Sedan,Blue- Navy Blue,2018,Benzine,70000 to 79999,1600 CC,Automatic,253.0,Giza,2
Hyundai,Verna,Sedan,White,2018,Benzine,180000 to 199999,1600 CC,Manual,155.2,Alexandria,1
Fiat,128,Sedan,Yellow,1978,Benzine,90000 to 99999,1000 - 1300 CC,Manual,25.0,Monufia,0
Hyundai,Accent,Sedan,Gold,2013,Benzine,180000 to 199999,1600 CC,Manual,161.0,Alexandria,1
Fiat,Shahin,Sedan,White,1995,Benzine,50000 to 59999,1400 - 1500 CC,Manual,35.0,Cairo,0
Hyundai,I10,Hatchback,Orange,2015,Benzine,140000 to 159999,1400 - 1500 CC,Automatic,160.0,Giza,1
Hyundai,Elantra,Sedan,Black,2012,Benzine,160000 to 179999,1600 CC,Automatic,225.0,Giza,2
Chevrolet,Aveo,Sedan,Gray,2012,Benzine,More than 200000,1400 - 1500 CC,Manual,128.0,Giza,1
Fiat,128,Sedan,Red,1986,Benzine,50000 to 59999,1000 - 1300 CC,Manual,18.0,Cairo,0
Hyundai,Elantra,Sedan,Blue- Navy Blue,1997,Benzine,50000 to 59999,1600 CC,Automatic,57.5,Alexandria,0
Chevrolet,Optra,Sedan,Burgundy,2020,Benzine,50000 to 59999,1600 CC,Automatic,210.0,Gharbia,2
Fiat,128,Sedan,Other Color,1979,Benzine,More than 200000,1000 - 1300 CC,Manual,23.0,Cairo,0
Chevrolet,Lanos,Sedan,Burgundy,2016,Benzine,140000 to 159999,1400 - 1500 CC,Manual,138.0,Alexandria,1
Fiat,Uno,Hatchback,Blue- Navy Blue,1997,Benzine,70000 to 79999,1000 - 1300 CC,Manual,31.1,Alexandria,0
Chevrolet,Optra,Sedan,Gold,2007,Benzine,180000 to 199999,1600 CC,Automatic,125.0,Giza,1
Fiat,128,Sedan,Blue- Navy Blue,1982,Benzine,180000 to 199999,1000 - 1300 CC,Manual,31.1,Damietta,0
Chevrolet,Lanos,Sedan,Burgundy,2014,Benzine,160000 to 179999,1400 - 1500 CC,Manual,103.5,Sharqia,1
Fiat,Tipo,Hatchback,Gray,2021,Benzine,40000 to 49999,1600 CC,Manual,300.0,Giza,3
Hyundai,Verna,Sedan,Black,2011,Benzine,10000 to 19999,1600 CC,Manual,113.8,Cairo,1
Hyundai,Elantra,Sedan,Silver,2015,Benzine,More than 200000,1600 CC,Automatic,258.8,Giza,2
Fiat,Uno,Hatchback,Red,1993,Benzine,30000 to 39999,1000 - 1300 CC,Manual,42.0,Beni Suef,0
Fiat,128,Sedan,White,1993,Benzine,180000 to 199999,1000 - 1300 CC,Manual,32.2,Minya,0
Fiat,131,Sedan,White,1983,Benzine,10000 to 19999,1600 CC,Manual,27.0,Giza,0
Chevrolet,Aveo,Sedan,Silver,2011,Benzine,90000 to 99999,1400 - 1500 CC,Manual,128.8,Alexandria,1
Hyundai,Elantra,Sedan,Black,2012,Benzine,160000 to 179999,1600 CC,Automatic,250.0,Sohag,2
Chevrolet,Aveo,Sedan,Red,2017,Benzine,120000 to 139999,1400 - 1500 CC,Automatic,166.8,Cairo,1
Chevrolet,Lanos,Sedan,Burgundy,2010,Benzine,20000 to 29999,1400 - 1500 CC,Manual,95.0,Giza,0
Fiat,Punto,Hatchback,Black,2011,Benzine,More than 200000,1000 - 1300 CC,Manual,90.0,Kafr al-Sheikh,0
Fiat,Punto,Hatchback,Red,1995,Benzine,10000 to 19999,1000 - 1300 CC,Manual,43.0,Sharqia,0
